token,log_name,scenario_type,frame_index,timestamp_us,dt_s,ego_rear_x,ego_rear_y,ego_heading,ego_center_x,ego_center_y,ego_vx,ego_vy,object_count,vehicles_raw_count,vehicles_in_frame_count,vehicles_kept_count,vehicles_dropped_by_cap,pedestrians_raw_count,pedestrians_in_frame_count,pedestrians_kept_count,pedestrians_dropped_by_cap,static_objects_raw_count,static_objects_in_frame_count,static_objects_kept_count,static_objects_dropped_by_cap
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,0,1631558767700274,,331254.91911962756,4690957.273513346,-2.12003469892561,331254.1564224442,4690956.027393767,8.725690145325897,0.20526945626347268,37,6,2,2,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,1,1631558767750252,0.049978,331254.6942199285,4690956.906501006,-2.119676521952389,331253.9319691254,4690955.660108326,8.722579772084543,0.20415438154617185,37,6,2,2,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,2,1631558767800233,0.049981,331254.4747811763,4690956.546319435,-2.1200353563964685,331253.7120831736,4690955.300200357,8.737852473928296,0.20402140349560044,37,6,2,2,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,3,1631558767850214,0.049981,331254.25577541406,4690956.190438445,-2.119994404107151,331253.4931284435,4690954.944288134,8.724128506822248,0.2228266971101104,36,5,3,3,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,4,1631558767900200,0.049986,331254.03728888324,4690955.83429245,-2.1200388840145536,331253.27458648477,4690954.588176062,8.725673096771308,0.20088420047600214,36,5,3,3,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,5,1631558767950182,0.049982,331253.8159467862,4690955.476893038,-2.1201443078922737,331253.05311302154,4690954.230857064,8.722691338813618,0.1956686568883883,36,5,3,3,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,6,1631558768000164,0.049982,331253.5964886053,4690955.11564472,-2.1201523168276393,331252.83364486124,4690953.869614856,8.71423515647563,0.2168246875302094,37,5,3,3,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,7,1631558768050144,0.04998,331253.3778627248,4690954.758199927,-2.121081537812082,331252.61386147316,4690953.512879452,8.713556338758282,0.1917354151083371,37,5,3,3,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,8,1631558768100119,0.049975,331253.1588777862,4690954.408327373,-2.121411129217281,331252.39446612913,4690953.163258773,8.69093222268757,0.20078747629534344,37,5,3,3,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,9,1631558768150094,0.049975,331252.9343856351,4690954.04746088,-2.1216796029895506,331252.1696397373,4690952.80259755,8.721806148711075,0.227664654605529,37,5,3,3,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,10,1631558768200068,0.049974,331252.71912653814,4690953.696240607,-2.1224969639244584,331251.95336339326,4690952.452002766,8.710399130373183,0.2621881899801659,37,5,3,3,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,11,1631558768250040,0.049972,331252.49564920587,4690953.331401503,-2.1222063192202962,331251.73024772445,4690952.086941149,8.706804396767986,0.23941953038456537,37,5,3,3,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,12,1631558768300008,0.049968,331252.27428500686,4690952.977725375,-2.1223323693234373,331251.5087266672,4690951.733361511,8.718295002537722,0.19552278297677997,37,5,3,3,0,5,0,0,0,13,12,12,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,13,1631558768349974,0.049966,331252.0513864201,4690952.618466458,-2.122015979343871,331251.286221823,4690951.37386044,8.687654752546955,0.21350085521583234,37,5,3,3,0,6,1,1,0,12,11,11,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,14,1631558768399949,0.049975,331251.8295986826,4690952.260029915,-2.122569979973674,331251.06374469044,4690951.015847989,8.682719813433959,0.23800604127532896,37,5,3,3,0,6,1,1,0,12,11,11,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,15,1631558768449923,0.049974,331251.61182095064,4690951.906633031,-2.1222701120504164,331250.84634008317,4690950.662221506,8.675873848643036,0.22519370865634367,36,5,3,3,0,6,1,1,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,16,1631558768499901,0.049978,331251.3967050858,4690951.5568703525,-2.1222092190057373,331250.63129999576,4690950.312412218,8.64840203064104,0.23066347390000327,35,4,3,3,0,6,1,1,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,17,1631558768549878,0.049977,331251.17889692186,4690951.203230068,-2.1228899535396453,331250.4126448636,4690949.959293259,8.654456966480243,0.242806494779251,35,4,3,3,0,6,1,1,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,18,1631558768599853,0.049975,331250.96440625266,4690950.854347488,-2.123333398473545,331250.19760265225,4690949.610750592,8.650285501136018,0.2586659620305674,35,4,3,3,0,6,1,1,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,19,1631558768649829,0.049976,331250.7446067199,4690950.499402445,-2.1242717701211937,331249.9766365012,4690949.256525643,8.64839260629314,0.253563684673205,35,4,4,4,0,6,1,1,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,20,1631558768699797,0.049968,331250.5227998579,4690950.1414814945,-2.124596224444247,331249.7544264229,4690948.89885393,8.659126216048676,0.24454767936023314,35,4,4,4,0,6,1,1,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,21,1631558768749766,0.049969,331250.30534605414,4690949.789810932,-2.1244817567136844,331249.5371148649,4690948.547095422,8.663716424391104,0.2482334202785037,35,4,4,4,0,6,1,1,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,22,1631558768799736,0.04997,331250.08424421016,4690949.432455265,-2.1249459165030853,331249.31543628516,4690948.1900964705,8.66429621815465,0.25027318572363566,35,4,4,4,0,6,1,1,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,23,1631558768849704,0.049968,331249.86387052597,4690949.076492989,-2.1242928526004254,331249.09587410453,4690947.833632379,8.66158595472145,0.24113214576159755,35,4,4,4,0,6,1,1,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,24,1631558768899673,0.049969,331249.6468402131,4690948.723966138,-2.1241568248318385,331248.87901286234,4690947.481001071,8.660639945674633,0.2350882769534523,36,4,4,4,0,7,2,2,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,25,1631558768949640,0.049967,331249.4294159895,4690948.3687661085,-2.1237949115980315,331248.6620385345,4690947.125523236,8.649861283897762,0.2287132938510255,36,4,4,4,0,7,2,2,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,26,1631558768999611,0.049971,331249.2106210729,4690948.010409085,-2.123610335269212,331248.44347310415,4690946.767024593,8.642050793515251,0.22805250637283675,36,4,4,4,0,7,2,2,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,27,1631558769049584,0.049973,331248.99570027326,4690947.66140226,-2.1237728260957396,331248.22835027607,4690946.418142439,8.628563158746708,0.23122352205810076,36,4,4,4,0,7,2,2,0,11,10,10,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,28,1631558769099563,0.049979,331248.77510595246,4690947.301625075,-2.123871312184391,331248.0076335152,4690946.058440833,8.615654250440185,0.24523258961303526,35,4,4,4,0,7,2,2,0,10,9,9,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,29,1631558769149546,0.049983,331248.5611827668,4690946.952023505,-2.12440271109218,331247.7930498112,4690945.709247273,8.6119014673748,0.26673720528967654,35,4,4,4,0,7,2,2,0,10,9,9,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,30,1631558769199529,0.049983,331248.3482944633,4690946.6043415535,-2.124636462197865,331247.57987102837,4690945.361744908,8.60122656565388,0.26308217876069756,35,4,4,4,0,7,2,2,0,10,9,9,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,31,1631558769249516,0.049987,331248.1322444561,4690946.2527464,-2.125075385050045,331247.3632756911,4690945.010487152,8.592330509729642,0.26511285354085384,35,4,4,4,0,7,2,2,0,10,9,9,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,32,1631558769299502,0.049986,331247.9163769631,4690945.90069034,-2.125508709810958,331247.1468699686,4690944.658764423,8.586145297314271,0.25695845543865353,32,4,4,4,0,7,2,2,0,7,6,6,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,33,1631558769349488,0.049986,331247.697202219,4690945.549114282,-2.1257346050655306,331246.927414699,4690944.307362224,8.582572740511008,0.23577396456366015,32,4,4,4,0,7,2,2,0,7,6,6,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,34,1631558769399471,0.049983,331247.4794349695,4690945.199123721,-2.125851152721684,331246.70950273145,4690943.957461388,8.574517999919351,0.23410213125355553,32,4,4,4,0,7,2,2,0,7,6,6,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,35,1631558769449453,0.049982,331247.2622954637,4690944.84930093,-2.125616107791782,331246.4926550934,4690943.607457663,8.565745313954078,0.2530198930326346,31,4,4,4,0,6,1,1,0,7,6,6,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,36,1631558769499435,0.049982,331247.04512784514,4690944.498409196,-2.125232050828655,331246.2759644701,4690943.256270435,8.553937212320529,0.27159688679983385,31,4,4,4,0,6,1,1,0,7,6,6,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,37,1631558769549416,0.049981,331246.83216805663,4690944.157077689,-2.1247883431792234,331246.06355590373,4690942.914597766,8.553666533409958,0.25591317059496566,31,4,4,4,0,6,1,1,0,7,6,6,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,38,1631558769599393,0.049977,331246.61402185046,4690943.804649887,-2.1245037040497095,331245.8457633871,4690942.561951237,8.543070464897408,0.2486515150344407,32,4,4,4,0,6,0,0,0,8,7,7,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,39,1631558769649371,0.049978,331246.39781222236,4690943.458147337,-2.1241771844354393,331245.6299595655,4690942.215197902,8.531693980559016,0.23930270227281936,31,4,4,4,0,6,0,0,0,7,6,6,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,40,1631558769699352,0.049981,331246.18435192015,4690943.119232045,-2.1245625205420327,331245.41602036695,4690941.876578583,8.523521417606663,0.24077558290251572,31,4,4,4,0,6,0,0,0,7,6,6,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,41,1631558769749341,0.049989,331245.96476822766,4690942.765899233,-2.1245704701319594,331245.1964267959,4690941.523251879,8.507032374219131,0.25026790251597725,31,4,4,4,0,6,0,0,0,7,6,6,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,42,1631558769799334,0.049993,331245.75167582766,4690942.4258985305,-2.1246200469195853,331244.9832727904,4690941.183289271,8.496784885651588,0.2477895826232245,31,4,4,4,0,6,0,0,0,7,6,6,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,43,1631558769849330,0.049996,331245.5324549195,4690942.072626656,-2.1246085448253633,331244.76406617486,4690940.830008558,8.490027110621199,0.22731530168131184,30,4,4,4,0,6,1,1,0,6,5,5,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,44,1631558769899328,0.049998,331245.3184620222,4690941.731233131,-2.1247203614523302,331244.54993433703,4690940.48870096,8.47683700680461,0.21799882085930067,29,4,4,4,0,6,1,1,0,5,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,45,1631558769949328,0.05,331245.1022375698,4690941.383147626,-2.1250846290097707,331244.3332573215,4690940.140895487,8.473804076208438,0.19335003547492496,29,4,4,4,0,6,1,1,0,5,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,46,1631558769999329,0.050001,331244.8852170837,4690941.037567359,-2.1251713890789867,331244.1161290604,4690939.795381942,8.465294400296145,0.17921158762929437,30,4,4,4,0,6,1,1,0,5,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,47,1631558770049337,0.050008,331244.6733879978,4690940.698682175,-2.1250444882014485,331243.9044576151,4690939.456399169,8.460174956698483,0.18466076892464103,31,4,4,4,0,6,1,1,0,6,5,5,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,48,1631558770099351,0.050014,331244.45623684576,4690940.353447824,-2.125281336705909,331243.68701225176,4690939.111346973,8.453111943528297,0.1969282099619487,31,4,4,4,0,6,1,1,0,6,5,5,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,49,1631558770149369,0.050018,331244.23733603075,4690940.001262644,-2.1253037548879425,331243.4680835913,4690938.759179038,8.441971521363755,0.20021091221263423,31,4,4,4,0,6,2,2,0,6,5,5,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,50,1631558770199388,0.050019,331244.02522936213,4690939.660244247,-2.1252177435550763,331243.2560837588,4690938.418094481,8.459440828864269,0.19611546296355706,30,4,4,4,0,6,2,2,0,5,5,5,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,51,1631558770249405,0.050017,331243.8043617493,4690939.309050937,-2.1253518604624944,331243.0350495596,4690938.067004338,8.455506247242791,0.17800368785623333,30,4,4,4,0,6,2,2,0,5,5,5,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,52,1631558770299423,0.050018,331243.5904326718,4690938.964208727,-2.125053479899457,331242.82149111887,4690937.721932635,8.461429945892215,0.16365692796175815,30,4,4,4,0,6,2,2,0,5,5,5,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,53,1631558770349447,0.050024,331243.3698034724,4690938.614326808,-2.124854006318826,331242.6011097361,4690937.3718973575,8.45670433160125,0.15068502545709964,30,4,4,4,0,6,2,2,0,5,5,5,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,54,1631558770399479,0.050032,331243.1525361218,4690938.263414071,-2.1247858673607944,331242.38392704504,4690937.020932245,8.466171057633229,0.1586091321672591,30,4,4,4,0,6,2,2,0,5,5,5,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,55,1631558770449513,0.050034,331242.9380429679,4690937.918339263,-2.124891029945063,331242.1693032328,4690936.675938273,8.470696149008091,0.15805650969499146,29,4,4,4,0,6,2,2,0,4,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,56,1631558770499548,0.050035,331242.72306199424,4690937.573390831,-2.124423455879978,331241.95490325766,4690936.330630534,8.461899771113298,0.18756335883164008,29,4,4,4,0,6,2,2,0,4,4,4,0
a8ba823407a357b2,2021.09.13.18.39.41_veh-39_00273_00761,traversing_intersection,57,1631558770549587,0.050039,331242.5092905093,4690937.22468288,-2.1239145510644244,331241.74176431884,4690935.981531824,8.4629245610886,0.22644421456110467,29,4,4,4,0,6,3,3,0,4,4,4,0
